filepath,class,domain,label,split
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f51cd705-475e-4ced-877a-53422d0d2854___RS_NLB 3808.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f52ec293-3749-4e11-bcab-2935dcd6eb6d___RS_NLB 4150.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f546ba30-4b0b-4906-a527-bb4834df87cd___RS_NLB 3558.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f553d7cf-9c9f-46bf-b99a-8e3505afd96d___RS_NLB 3873.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f5773153-728e-4631-8cc8-1bc06412df89___RS_NLB 4056.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f586f423-9d98-4050-8c90-0b6a3a5e89f8___RS_NLB 3862.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f683a321-4962-4bba-ad92-002edcbc1be6___RS_NLB 4160.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f69b1b10-dd7f-44c0-b084-1959316e4f2a___RS_NLB 3955 copy 2.jpg,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f6b47d16-cfbc-4786-bc6d-78a2bc037a43___RS_NLB 3545.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f7cf0608-2278-4a38-a37e-1356bd359651___RS_NLB 3490.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f7f43a8d-2f8f-49c1-ad47-c01d9396bd78___RS_NLB 4117.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f81a1119-4ccb-46b6-aff7-29998828be59___RS_NLB 4187.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f89ead10-10be-4102-82f8-35810eb4a3d1___RS_NLB 3557.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f9276b30-6706-47b2-9396-3799808cc29a___RS_NLB 4262.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/f9e08c76-e2fe-4498-9f90-0b47ffac0e62___RS_NLB 3820.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fa30c8e9-b74d-49a2-8611-c9b9098e21c3___RS_NLB 3507.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fae01c0a-db82-4189-9193-bdad09ede531___RS_NLB 4165 copy.jpg,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fb1e8075-1546-4c0a-bef1-e18642415358___RS_NLB 3966.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fb83c22d-b379-48c7-bccc-aebdfd19eda0___RS_NLB 4252.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fc19258c-634e-4cc0-b6cf-0144c550ed80___RS_NLB 3834 copy.jpg,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fc1c72a4-1aff-4ebf-83ed-909a7b9dc382___RS_NLB  4670.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fc6b2569-68e4-49cc-bd4b-c27e037bd3c9___RS_NLB 3806.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fc84ca09-d6c7-493e-957b-c46b2055b702___RS_NLB 3836 copy 2.jpg,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fcd349a6-5361-40b6-a650-f8319a6d1d58___RS_NLB 3783.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fcdc4514-7dfa-4003-aebd-27692e0853dd___RS_NLB 3705.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fd4eff3c-6bfb-42ad-bc34-5ae0f7e30c0f___RS_NLB 0769.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fd9c7938-4f3f-448d-851b-042e287515f0___RS_NLB 3990.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fda22c64-49ee-4863-a94e-6e16ca177099___RS_NLB 3798.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fdca88b7-bd2e-472a-b48f-7a5347d72f04___RS_NLB 3511.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fdff294e-df6e-42eb-9bcf-edecf4002891___RS_NLB 4158.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fe2aa542-8ace-4e0d-8315-48d4c6d023ef___RS_NLB 4271.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/fed381d0-4407-4ec5-a178-d70ec1ca93d3___RS_NLB 3914.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/ff1721eb-609e-4476-983d-a372b7469ab0___RS_NLB 4039 copy 2.jpg,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/ff8577c3-ad10-4272-84f6-b7c6d6042d1f___RS_NLB 3506.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/ffa82f14-8320-469b-a621-6475c92a4bb8___RS_NLB 3649.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/ffbc3745-0a6d-4145-8f92-781edc626d9f___RS_NLB 4260.JPG,northern_blight,plantvillage,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_1.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_10.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_100.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_101.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_102.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_103.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_104.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_105_1.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_105_2.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_106.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_11.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_12.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_13.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_14.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_15.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_16.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_17.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_18.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_19.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_2.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_20.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_21.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_22.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_23.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_24.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_25.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_26.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_27.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_28.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_29.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_3.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_30.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_31.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_32.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_33.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_34.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_35.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_36.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_37.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_38.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_39.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_4.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_40.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_41.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_42.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_43.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_44.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_45.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_46.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_47.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_48.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_49.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_5.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_50.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_51.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_52.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_53.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_54.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_55.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_56.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_57.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_58.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_59.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_6.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_60.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_61.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_62.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_63.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_64.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_65.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_66.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_67.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_68.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_69.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_7.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_70.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_71.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_72.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_73.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_74.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_75.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_76.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_77.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_78.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_79.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_8.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_80.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_81.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_82.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_83.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_84.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_85.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_86.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_87.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_88.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_89.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_9.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_90.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_91.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_92.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_93.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_94.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_95.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_96.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_97.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_98.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_rust_leaf/train_Corn rust leaf_99.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_1.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_10.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_2.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_3.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_4.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_5.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_6.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_7.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_8.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/test/Corn_rust_leaf/test_Corn rust leaf_9.jpg,common_rust,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn Gray leaf spot_42_1.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn Gray leaf spot_47_1.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_1.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_10.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_100.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_101.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_102.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_103.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_104.jpg,northern_blight,plantdoc,1,test
