filepath,class,label,score
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5544871e-cc3b-47ba-92fb-d189b04d3b2e___RS_NLB 3728.JPG,northern_blight,1,26.455723
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5586393a-7c4f-458c-86b2-13673384a87a___RS_NLB 3496.JPG,northern_blight,1,49.450554
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/558f943a-5384-470f-a480-88b565a3c476___RS_NLB 3855.JPG,northern_blight,1,51.666393
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/56a583b2-13e9-4b37-9afb-473a2146889f___RS_NLB 4210.JPG,northern_blight,1,46.849846
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/571927a9-3b0a-4c5e-be0b-a3c9859d66fa___RS_NLB  4443 copy 3.jpg,northern_blight,1,56.59998
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/571d15d7-e0eb-43f4-aca7-abcdcf1e80a5___RS_NLB 4213.JPG,northern_blight,1,59.473705
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5736fa21-65b4-4068-88a4-7913a4d75769___RS_NLB 3888.JPG,northern_blight,1,50.57
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/57d6fe49-6ac4-4672-ae90-02729f1430fb___RS_NLB 4197.JPG,northern_blight,1,40.513893
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/57f091c3-1247-4679-8676-cce0cda8a27a___RS_NLB 3935.JPG,northern_blight,1,30.239649
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/58392979-d178-4238-816f-b1e40e216188___RS_NLB 3843.JPG,northern_blight,1,83.086464
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/592130da-ac4b-4026-b774-f9ff76a0379f___RS_NLB 4067.JPG,northern_blight,1,58.262543
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/599ee05a-0659-4159-a65f-43278e6f8f55___RS_NLB 3841.JPG,northern_blight,1,38.83748
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/59b2026f-6b96-4a60-9461-6da43560b2df___RS_NLB 0811.JPG,northern_blight,1,39.41673
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/59b2c9f9-6a26-4870-aaf9-a613d960efe8___RS_NLB 3875.JPG,northern_blight,1,53.29163
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/59bc212e-6b39-4712-b9c9-6edc3fa3e05f___RS_NLB 3604 copy 2.jpg,northern_blight,1,38.662136
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/59d0b355-5722-4c98-9498-83264f1e9a84___RS_NLB 4020 copy 2.jpg,northern_blight,1,33.680714
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5a2e998f-6157-42a7-a2b3-bfb972a8c94e___RS_NLB 4111.JPG,northern_blight,1,73.990715
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5a341520-f90d-40eb-89a7-e557aa572200___RS_NLB 0764.JPG,northern_blight,1,67.089485
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5a6c652d-93e0-4de5-8214-caaadb09c840___RS_NLB 3848.JPG,northern_blight,1,47.125824
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5a7153bc-6cad-4b5d-8ee1-23fdba51ab2d___RS_NLB 4219.JPG,northern_blight,1,71.26296
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5a9feebe-b5b4-40e2-a717-1b5ea0666356___RS_NLB 3833.JPG,northern_blight,1,76.23937
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5ab0a55a-509c-4c16-8e16-cb2880f0677d___RS_NLB 4105.JPG,northern_blight,1,47.69702
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5ab44c38-1773-4f3d-bc14-cc1ccf8c88a6___RS_NLB 3512.JPG,northern_blight,1,39.507736
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5b019e22-e0b0-4430-b238-50876180cd07___RS_NLB 3717.JPG,northern_blight,1,36.142296
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5b08c1fc-7f88-4537-acbc-d5924f74f865___RS_NLB 3636.JPG,northern_blight,1,31.092924
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5b4f7b36-0ce5-491c-93bb-ac81b21b13c6___RS_NLB 3824.JPG,northern_blight,1,31.704588
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5b74708b-f016-4826-b7b6-6d9a3ec4aaba___RS_NLB 3589.JPG,northern_blight,1,50.144558
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5bc3264f-8e2a-4294-a940-e607cdc68f3b___RS_NLB 3939.JPG,northern_blight,1,37.94576
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5c203214-e08c-4af1-9b9a-0d947c6f4741___RS_NLB 4155.JPG,northern_blight,1,49.209194
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5c339413-2b34-4c09-8343-c88e216a29eb___RS_NLB 4193.JPG,northern_blight,1,42.845123
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5c867753-033e-4b36-b7dc-bc6470842130___RS_NLB 4233.JPG,northern_blight,1,49.607597
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5c9325f7-10c4-4628-a6e5-f5932f1d4122___RS_NLB 4261.JPG,northern_blight,1,65.799324
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5c9adc70-1f97-4b53-a7cf-149c5c98664e___RS_NLB 3663.JPG,northern_blight,1,42.380173
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5cb67eaf-e897-4fa2-91d3-83f7175918da___RS_NLB 3673.JPG,northern_blight,1,69.85365
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5cfb5a57-6c25-41a8-b953-a8f8c11b5665___RS_NLB 4134.JPG,northern_blight,1,35.320717
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5d204d2a-292f-4862-a704-cb03145ca5b1___RS_NLB 4057.JPG,northern_blight,1,39.343662
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5d3b81a4-890c-4792-a96a-66f19cf44750___RS_NLB 3883.JPG,northern_blight,1,54.63373
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5d8533b8-c57e-49af-aa9e-e4ab9f28f92b___RS_NLB 3691.JPG,northern_blight,1,46.656963
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5dc9613c-fcbf-42ce-a95a-6520bf780872___RS_NLB 4225.JPG,northern_blight,1,57.618946
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5df7a420-aeab-4eb0-959a-290e4bb2a944___RS_NLB 3514 copy 2.jpg,northern_blight,1,28.988438
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5e1b2b72-fe1d-4bf2-a5ed-b3a013ffabe9___RS_NLB 3696.JPG,northern_blight,1,55.178806
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5e1f4323-b9cb-4ee3-8bf2-82bdd2df71d5___RS_NLB 3915.JPG,northern_blight,1,50.968475
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5e324c24-0a77-4f76-9870-b320acb4b265___RS_NLB 4126.JPG,northern_blight,1,43.910557
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5ea1de01-683f-4080-a341-6eafb3d41bc4___RS_NLB 4154.JPG,northern_blight,1,37.354794
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5ea8975f-1cb5-4452-b04b-1f63453d1e2f___RS_NLB 3803.JPG,northern_blight,1,48.978413
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5f0d808c-526d-44be-b7f5-f87cbb333168___RS_NLB 3943.JPG,northern_blight,1,57.982574
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5f1fc34e-15d7-4529-b136-3c35c12bf645___RS_NLB 3648.JPG,northern_blight,1,62.11535
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5f2a5580-11f2-41c1-841c-a2f912fb7a05___RS_NLB 3817.JPG,northern_blight,1,53.96779
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5fc48a9b-7aee-4262-adf3-1102e354dd61___RS_NLB 3690.JPG,northern_blight,1,42.03465
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/5fe9d333-4801-4913-a1a2-aedb25def4d0___RS_NLB 3714.JPG,northern_blight,1,60.82879
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6089948d-346f-4745-af12-4355a7ef3dea___RS_NLB 3800.JPG,northern_blight,1,50.797813
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/608bf7ea-b20e-446d-8bbd-862d91ee8e16___RS_NLB 3675.JPG,northern_blight,1,33.07385
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/60fb1e70-5368-4b1f-ab46-12c5add010e6___RS_NLB 3839.JPG,northern_blight,1,59.94927
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6150b5d0-047c-4f46-8832-9760d8359730___RS_NLB 3669.JPG,northern_blight,1,44.964752
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/61d2e3ab-91a7-4bbc-93a2-c2376b3c434d___RS_NLB 4264.JPG,northern_blight,1,59.813892
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/61e17b1e-9858-4d1f-b51e-a017eaaeae08___RS_NLB 3920.JPG,northern_blight,1,41.12544
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/623dcf1e-68f1-4de1-a69c-c94b23ec11cb___RS_NLB 0776.JPG,northern_blight,1,72.822136
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/62be90ae-831c-4e09-af81-8e73ab7f56c7___RS_NLB  4442.JPG,northern_blight,1,57.503056
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6313736d-ff6e-4180-8f38-8c9e635d9da9___RS_NLB 3865.JPG,northern_blight,1,45.11982
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/633dc7b2-959b-4537-a9fe-eb88067611f7___RS_NLB 3996.JPG,northern_blight,1,62.569893
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/638d3d39-85a8-4e52-8a6b-e04f12fc8ce9___RS_NLB 4016.JPG,northern_blight,1,38.721733
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/63d75f8e-ad04-46d0-bc14-9c40a6961a80___RS_NLB 4185.JPG,northern_blight,1,47.444256
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/640ff351-7941-4dd0-8276-d2325150dfad___RS_NLB 3513.JPG,northern_blight,1,69.05531
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/64a4c503-5296-4349-990c-e27650afa296___RS_NLB 4216.JPG,northern_blight,1,53.833374
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/64e040bd-4462-4a59-b670-36ed3156ed38___RS_NLB 3901.JPG,northern_blight,1,37.52989
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/64ee3cf0-bfc0-4899-b444-badac4603804___RS_NLB 3923.JPG,northern_blight,1,64.657486
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6522ad4a-5629-4510-ac5e-bf854c42d3fb___RS_NLB 4034.JPG,northern_blight,1,66.660194
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/653472ab-cec4-4253-a85e-6d1318f1c15f___RS_NLB 4054.JPG,northern_blight,1,40.48721
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/653a38de-840f-4905-83f2-34a96410bb99___RS_NLB 3853 copy 2.jpg,northern_blight,1,40.731483
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6544d35f-ffb9-4a00-8240-c6f50c4e5e41___RS_NLB 3500.JPG,northern_blight,1,41.76639
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6578fc09-44ed-4f4b-8ba9-d420a169e824___RS_NLB 3983.JPG,northern_blight,1,81.30215
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/66045b64-9ade-42cc-b572-2683245d6816___RS_NLB 4074.JPG,northern_blight,1,59.614796
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/66abbb46-1197-46c1-984e-0141246142b8___RS_NLB 4245.JPG,northern_blight,1,22.956503
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/66fb9e0e-39cb-4a5f-8780-1bcfbda5577c___RS_NLB 3919.JPG,northern_blight,1,41.142666
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6728afe3-9ab4-4235-b7e3-5b9ee80b6675___RS_NLB 3605.JPG,northern_blight,1,47.392185
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/67352cb5-36c2-4548-99b6-4138741f0b08___RS_NLB 0792.JPG,northern_blight,1,53.308605
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/674c432b-e349-45e5-9261-c04478409834___RS_NLB 3963 copy 2.jpg,northern_blight,1,44.508595
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/67760849-7e8d-4a93-b72f-e951d597476f___RS_NLB 4059 copy.jpg,northern_blight,1,47.294613
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6779fd7c-58f3-4f20-bf7e-3f80596f61c3___RS_NLB 3622.JPG,northern_blight,1,56.388313
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/67a78d0c-6fc8-423f-a50d-ca3f3ca386bd___RS_NLB 4238.JPG,northern_blight,1,53.222282
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6868de8b-1a90-448d-93e8-265f2fa401dd___RS_NLB 3929.JPG,northern_blight,1,49.93998
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6880b763-1f12-4d80-9aa8-a2b8eecaed1a___RS_NLB 3543.JPG,northern_blight,1,83.136185
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/699bf6c9-fe54-4f33-84c2-559329820008___RS_NLB 4083.JPG,northern_blight,1,64.413086
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/699c9da1-1968-469b-aab5-35b9856c04b4___RS_NLB 3776.JPG,northern_blight,1,44.257896
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/69ac9833-5f27-4fd4-b117-8ca2de2a2db3___RS_NLB 3482.JPG,northern_blight,1,72.58915
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/69ba838d-6ea2-4845-8d69-53d9a437d56e___RS_NLB 4171.JPG,northern_blight,1,29.114822
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/69ebacf6-aff4-40d5-82de-95624c131503___RS_NLB 3526.JPG,northern_blight,1,66.81997
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6a43e0eb-5366-4170-9782-12c16a853d04___RS_NLB 3519.JPG,northern_blight,1,45.521847
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6a721f5c-1637-4926-b19c-43a82b064100___RS_NLB 4274.JPG,northern_blight,1,59.38926
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6a72d38e-1bde-4d45-892d-891574de8ca1___RS_NLB 3576 copy.jpg,northern_blight,1,73.6356
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6aa24d2e-df4b-495b-a246-91f14df01f68___RS_NLB 3516.JPG,northern_blight,1,54.810093
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6b1af2e2-fa9a-49db-8986-22f9a4472d01___RS_NLB 3744.JPG,northern_blight,1,51.90917
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6b2ebc67-09f1-4d57-bdb4-65f5f5a6c7a2___RS_NLB 3876.JPG,northern_blight,1,53.767303
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6b885bcd-1cf3-410a-81e7-49b2d63201e2___RS_NLB 4044 copy.jpg,northern_blight,1,34.657063
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6c8c49d0-1730-4829-aa21-ccff3079881e___RS_NLB 3540.JPG,northern_blight,1,60.412445
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6c9054a8-bdcf-4e48-8baf-cc4638b9cea1___RS_NLB 3747.JPG,northern_blight,1,35.549755
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6c9a344f-a84c-4b4f-8b0b-498fb9d39e62___RS_NLB 3926.JPG,northern_blight,1,44.15367
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6d307b49-1d24-48da-88ba-51d4753aed3f___RS_NLB 3988.JPG,northern_blight,1,69.61981
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6de48e30-eda0-403a-b24a-74642b4d9825___RS_NLB 4186.JPG,northern_blight,1,65.257545
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6df77be8-1f73-4fb0-a7fe-8b10f12a73cf___RS_NLB 3896.JPG,northern_blight,1,47.56483
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6e9d79b9-3d43-4e52-86b9-e131d62407ec___RS_NLB 3743.JPG,northern_blight,1,59.712955
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f129430-750d-4d02-b509-1ec760ae8aaa___RS_NLB 3486 copy.jpg,northern_blight,1,48.324276
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f24eec3-fd4e-478f-9688-717515242cea___RS_NLB 4278.JPG,northern_blight,1,35.59148
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f25e428-12b2-43ab-ad91-6e20df3c35af___RS_NLB 3899.JPG,northern_blight,1,75.7636
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f370eac-7a90-40a3-be93-62147f32041c___RS_NLB  4608.JPG,northern_blight,1,27.287874
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f484030-13f8-4607-a036-ea329d1ef931___RS_NLB 4144.JPG,northern_blight,1,38.792656
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6fd2d660-7294-4a2c-8626-27228b1c8b70___RS_NLB 3627.JPG,northern_blight,1,54.94732
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/70cfac48-3bf0-4134-984a-3e9a19e2cdf0___RS_NLB 4089.JPG,northern_blight,1,37.66438
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/70e430b3-75ca-4317-bc22-78674a825341___RS_NLB 4025.JPG,northern_blight,1,42.608627
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7220bfaa-b955-46c6-994b-00810d0e65b3___RS_NLB 3964.JPG,northern_blight,1,44.24215
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/72588a71-5b19-4867-a1d4-1a3addca8ab4___RS_NLB 3553 copy 2.jpg,northern_blight,1,43.96111
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7272d46b-b201-4ffc-8634-1555b87e23ff___RS_NLB 3472.JPG,northern_blight,1,47.624714
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/72b09e95-0595-408e-8167-d765d21c6766___RS_NLB 3585.JPG,northern_blight,1,48.701694
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/72bbfeba-b355-47d3-aa0e-3c9a148575aa___RS_NLB 3912.JPG,northern_blight,1,52.638783
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7325478b-3516-4cb0-8635-57f785b6262d___RS_NLB 4109.JPG,northern_blight,1,48.04731
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7348d45f-96ba-454e-b0eb-084d0284f718___RS_NLB 4242.JPG,northern_blight,1,43.637028
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/739f7cf2-2f79-473b-864f-1a35916dc5a7___RS_NLB 4094.JPG,northern_blight,1,51.151695
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/73a8b159-a494-458e-8177-225cf3cb4618___RS_NLB 3846.JPG,northern_blight,1,58.01193
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/73cacf2f-57c4-4947-ae9b-69a9931d068c___RS_NLB 3910.JPG,northern_blight,1,51.100044
