filepath,class,domain,label,cae_score,patchcore_score,padim_score,dinov2_score
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6a43e0eb-5366-4170-9782-12c16a853d04___RS_NLB 3519.JPG,northern_blight,plantvillage,1,0.0030257585,3.0207489,5.388161,36.53443
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6a721f5c-1637-4926-b19c-43a82b064100___RS_NLB 4274.JPG,northern_blight,plantvillage,1,0.002425031,2.9920547,5.716561,37.272312
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6a72d38e-1bde-4d45-892d-891574de8ca1___RS_NLB 3576 copy.jpg,northern_blight,plantvillage,1,0.0018660891,2.810498,4.9064493,32.713097
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6aa24d2e-df4b-495b-a246-91f14df01f68___RS_NLB 3516.JPG,northern_blight,plantvillage,1,0.0026507,3.116072,5.972948,36.274296
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6b1af2e2-fa9a-49db-8986-22f9a4472d01___RS_NLB 3744.JPG,northern_blight,plantvillage,1,0.0023551723,2.8513408,5.1096983,33.495525
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6b2ebc67-09f1-4d57-bdb4-65f5f5a6c7a2___RS_NLB 3876.JPG,northern_blight,plantvillage,1,0.0027085503,2.9233274,5.547512,39.548462
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6b885bcd-1cf3-410a-81e7-49b2d63201e2___RS_NLB 4044 copy.jpg,northern_blight,plantvillage,1,0.002500371,2.838503,5.1138096,38.91821
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6c8c49d0-1730-4829-aa21-ccff3079881e___RS_NLB 3540.JPG,northern_blight,plantvillage,1,0.0015037883,2.9038804,5.403851,32.73326
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6c9054a8-bdcf-4e48-8baf-cc4638b9cea1___RS_NLB 3747.JPG,northern_blight,plantvillage,1,0.0023661426,3.032645,5.495612,40.448776
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6c9a344f-a84c-4b4f-8b0b-498fb9d39e62___RS_NLB 3926.JPG,northern_blight,plantvillage,1,0.0028919622,2.9542465,5.5699277,43.013554
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6d307b49-1d24-48da-88ba-51d4753aed3f___RS_NLB 3988.JPG,northern_blight,plantvillage,1,0.0023921104,2.8749425,5.5112715,40.157406
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6de48e30-eda0-403a-b24a-74642b4d9825___RS_NLB 4186.JPG,northern_blight,plantvillage,1,0.002535761,2.9428415,5.511119,37.016563
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6df77be8-1f73-4fb0-a7fe-8b10f12a73cf___RS_NLB 3896.JPG,northern_blight,plantvillage,1,0.0021608719,2.8367355,5.1560464,34.524986
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6e9d79b9-3d43-4e52-86b9-e131d62407ec___RS_NLB 3743.JPG,northern_blight,plantvillage,1,0.0014827752,2.7142944,4.987647,32.38989
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f129430-750d-4d02-b509-1ec760ae8aaa___RS_NLB 3486 copy.jpg,northern_blight,plantvillage,1,0.001968541,2.737181,5.3147645,32.050903
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f24eec3-fd4e-478f-9688-717515242cea___RS_NLB 4278.JPG,northern_blight,plantvillage,1,0.0023903935,2.8888044,5.3712263,41.109116
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f25e428-12b2-43ab-ad91-6e20df3c35af___RS_NLB 3899.JPG,northern_blight,plantvillage,1,0.0032469751,3.0567358,5.956897,38.57295
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f370eac-7a90-40a3-be93-62147f32041c___RS_NLB  4608.JPG,northern_blight,plantvillage,1,0.0023552654,2.9003541,5.550141,37.810028
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6f484030-13f8-4607-a036-ea329d1ef931___RS_NLB 4144.JPG,northern_blight,plantvillage,1,0.0022831955,2.919396,5.4262495,40.933395
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/6fd2d660-7294-4a2c-8626-27228b1c8b70___RS_NLB 3627.JPG,northern_blight,plantvillage,1,0.0017904183,2.9464085,5.690153,33.757633
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/70cfac48-3bf0-4134-984a-3e9a19e2cdf0___RS_NLB 4089.JPG,northern_blight,plantvillage,1,0.002421155,3.0206053,5.44566,39.09531
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/70e430b3-75ca-4317-bc22-78674a825341___RS_NLB 4025.JPG,northern_blight,plantvillage,1,0.002376128,2.7012644,5.261859,41.336994
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7220bfaa-b955-46c6-994b-00810d0e65b3___RS_NLB 3964.JPG,northern_blight,plantvillage,1,0.002232404,2.8045523,5.371544,41.97558
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/72588a71-5b19-4867-a1d4-1a3addca8ab4___RS_NLB 3553 copy 2.jpg,northern_blight,plantvillage,1,0.0020326376,2.8013952,5.013803,34.03293
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7272d46b-b201-4ffc-8634-1555b87e23ff___RS_NLB 3472.JPG,northern_blight,plantvillage,1,0.00235993,2.8586662,5.263672,41.628334
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/72b09e95-0595-408e-8167-d765d21c6766___RS_NLB 3585.JPG,northern_blight,plantvillage,1,0.0026600002,2.9800258,5.5784774,37.071457
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/72bbfeba-b355-47d3-aa0e-3c9a148575aa___RS_NLB 3912.JPG,northern_blight,plantvillage,1,0.0028317373,3.1170568,6.0190377,39.199493
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7325478b-3516-4cb0-8635-57f785b6262d___RS_NLB 4109.JPG,northern_blight,plantvillage,1,0.0020124721,2.7116158,4.7391267,36.450516
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7348d45f-96ba-454e-b0eb-084d0284f718___RS_NLB 4242.JPG,northern_blight,plantvillage,1,0.0029098284,2.8591383,5.5237613,47.16635
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/739f7cf2-2f79-473b-864f-1a35916dc5a7___RS_NLB 4094.JPG,northern_blight,plantvillage,1,0.0035374733,2.9783194,5.7687707,48.937943
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/73a8b159-a494-458e-8177-225cf3cb4618___RS_NLB 3846.JPG,northern_blight,plantvillage,1,0.0025047986,3.0220268,5.7519493,34.102493
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/73cacf2f-57c4-4947-ae9b-69a9931d068c___RS_NLB 3910.JPG,northern_blight,plantvillage,1,0.0025749332,2.9875968,5.918396,46.109833
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/740b35ad-1f29-4a5d-b0db-f521992ce04c___RS_NLB 3917.JPG,northern_blight,plantvillage,1,0.0029611676,2.926582,5.3079486,40.28943
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/747bb71f-c1d5-47d7-bb5c-4dff1f1b3c9c___RS_NLB 4136.JPG,northern_blight,plantvillage,1,0.0018441568,2.868362,5.3053026,34.025017
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/747fb09f-a7c2-4465-833f-537b32edd8ea___RS_NLB 4123.JPG,northern_blight,plantvillage,1,0.0018597513,3.0051556,5.89173,38.035206
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/74c8a3a5-7a9d-40a4-9ec7-4003ef2a6eed___RS_NLB 4251.JPG,northern_blight,plantvillage,1,0.0025948111,2.8202875,5.066154,35.92782
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/751475e8-516b-4708-8509-7137931ad7ae___RS_NLB 3597.JPG,northern_blight,plantvillage,1,0.0017764339,3.0255272,5.4463925,34.23033
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/75820bce-be66-4da7-ba84-987bafe3afc5___RS_NLB 3752.JPG,northern_blight,plantvillage,1,0.0016694274,2.772463,5.3549232,36.236084
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/758e48c7-b766-4cca-bad2-41aa729a1d86___RS_NLB 4094 copy.jpg,northern_blight,plantvillage,1,0.0033505596,2.9955418,5.706094,49.60159
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/75a77d0c-e8a1-4b09-874f-55e391175542___RS_NLB 0818.JPG,northern_blight,plantvillage,1,0.0025183714,2.900763,5.2644963,39.76123
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/75bae5d9-4007-4f94-94f9-7fc9e7fd4ad5___RS_NLB 4132.JPG,northern_blight,plantvillage,1,0.0030490055,2.897952,5.3880816,42.162834
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/76071bfd-f326-4e3d-b3b9-c2d364ec2d49___RS_NLB 3623.JPG,northern_blight,plantvillage,1,0.0034143506,3.0870528,5.583723,42.55955
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/76773e2f-9cd1-46d1-aeb5-f6481d3066ee___RS_NLB 3998.JPG,northern_blight,plantvillage,1,0.0019271735,2.7487924,5.02876,35.563828
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/76ac9115-7016-46bb-93a2-cbc420792406___RS_NLB 0782.JPG,northern_blight,plantvillage,1,0.0009626119,2.3890922,4.259162,28.654255
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/76ffac09-0eab-4e97-9500-3d8237910165___RS_NLB  4627.JPG,northern_blight,plantvillage,1,0.002281875,2.8780267,5.1839414,38.4055
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/77179782-2d6e-4056-ad95-f8263be229ab___RS_NLB 3674.JPG,northern_blight,plantvillage,1,0.0016247209,2.7192109,4.9115753,33.086224
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/772c92e7-3535-4f03-a85b-67b843123079___RS_NLB 4125.JPG,northern_blight,plantvillage,1,0.0017300507,2.76581,5.0399003,34.094387
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/77798831-63a1-44a6-81ba-a86e673b9cf1___RS_NLB 3489.JPG,northern_blight,plantvillage,1,0.0025468958,2.8548284,5.2776628,39.420456
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7856bc05-e462-4f51-b945-b2801236d17c___RS_NLB 3881.JPG,northern_blight,plantvillage,1,0.0030347626,3.1140416,6.065031,37.745235
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/787cbc30-5598-46f4-b757-a9d65f0d5803___RS_NLB 3972.JPG,northern_blight,plantvillage,1,0.0029551946,3.0881085,5.9664664,40.042297
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/78815e51-d6e3-481c-8b68-a856a5ed14ce___RS_NLB 4032.JPG,northern_blight,plantvillage,1,0.0022653576,2.98222,5.6207995,37.146133
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/788e0b65-df14-4960-b819-dda874f15c03___RS_NLB 3993.JPG,northern_blight,plantvillage,1,0.002064474,2.8352947,5.1757627,37.43926
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/78a41efa-70c1-44d3-bf24-d8f873e863b3___RS_NLB 3676.JPG,northern_blight,plantvillage,1,0.0035152135,3.0437438,5.6104536,39.793694
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/78d28bb5-2b07-42eb-aff8-d205eaf38fc9___RS_NLB 3967.JPG,northern_blight,plantvillage,1,0.0028175316,2.8021846,4.9421678,37.51197
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7925918d-440d-4a55-92c1-6d912f119994___RS_NLB 4665.JPG,northern_blight,plantvillage,1,0.0026496786,2.9385202,5.806555,41.992756
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/794d90ef-521a-4231-894c-4a37fc66503d___RS_NLB 4017.JPG,northern_blight,plantvillage,1,0.0022994513,2.8498259,5.178581,38.132935
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/79d78748-a6b6-489f-813d-5bceb0e9988b___RS_NLB 3666.JPG,northern_blight,plantvillage,1,0.004052784,3.230533,5.6210556,37.728188
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/79dc5a4e-60d1-4185-add7-0abca4a2205e___RS_NLB 3549.JPG,northern_blight,plantvillage,1,0.0017779022,2.9094534,5.287805,35.548843
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/79e82d45-5edf-4143-b21c-f60f560ff75d___RS_NLB 3614.JPG,northern_blight,plantvillage,1,0.00315726,2.9744217,5.509782,36.59202
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7a044a04-7cfa-4677-aaa1-52f3686a5a2c___RS_NLB 3594.JPG,northern_blight,plantvillage,1,0.0024840801,3.0898457,5.514083,37.32387
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7a11c0e6-191b-42c5-be90-cb31c43a1dea___RS_NLB 3946.JPG,northern_blight,plantvillage,1,0.0028511498,3.1335754,6.1456714,43.32426
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7a1e1c85-a9e3-4520-9349-8e374740c40a___RS_NLB 3753.JPG,northern_blight,plantvillage,1,0.0016316951,2.7021272,4.81114,32.48698
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7a424cb3-7a0b-4ec7-9560-1f040db08639___RS_NLB 3963.JPG,northern_blight,plantvillage,1,0.0032703672,2.9178355,5.872572,44.62217
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7a846f18-cdd6-42b2-ae54-91e874fec475___RS_NLB 3835 copy.jpg,northern_blight,plantvillage,1,0.0029783833,2.9255893,5.3931947,42.31703
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7ad6bd48-7732-4487-8182-8b1d11b10a07___RS_NLB 4270.JPG,northern_blight,plantvillage,1,0.0019548014,2.8026092,4.953025,35.941
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7b45e9ce-9199-4f4f-9831-ef52e7c61816___RS_NLB 3547 copy 2.jpg,northern_blight,plantvillage,1,0.0018939673,2.9667394,5.519119,36.896896
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7bfceeb5-366f-4cdb-8b5c-9bde0bab6b01___RS_NLB 4010.JPG,northern_blight,plantvillage,1,0.001539449,2.721849,4.8461676,33.41516
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7c2262ee-b83a-4f5c-97d8-e1bf57ac4a60___RS_NLB 3681.JPG,northern_blight,plantvillage,1,0.0027957435,3.045685,5.9236326,37.14212
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7c3b05fe-d387-4542-8a0b-d027d7c9a72c___RS_NLB 0821.JPG,northern_blight,plantvillage,1,0.001676711,2.7875183,5.003526,34.515404
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7c9fff54-416b-49f4-8afa-bc8e1980e02d___RS_NLB 3583.JPG,northern_blight,plantvillage,1,0.0022448094,2.9117858,5.198369,35.569786
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7cb45f15-0315-4cb4-88fa-c0bcef1a5a73___RS_NLB 0777.JPG,northern_blight,plantvillage,1,0.0023224724,2.871158,5.7582726,35.11563
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7d027426-d1bb-40b5-9d82-55a7f78045bb___RS_NLB 3960.JPG,northern_blight,plantvillage,1,0.0023159138,2.8406386,5.473351,38.80403
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7d55a6f5-5101-4103-b34c-5e3d764d2757___RS_NLB 3592.JPG,northern_blight,plantvillage,1,0.0018306484,2.929549,5.504053,33.865482
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7d5fedec-591d-4f0c-a759-1984b5366e1c___RS_NLB 4691.JPG,northern_blight,plantvillage,1,0.002246616,2.7738988,4.995751,41.23828
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7dcf62d0-3500-4902-bfe8-e5eab0dcdcaa___RS_NLB 4119.JPG,northern_blight,plantvillage,1,0.0027672462,2.7806003,5.1430225,39.075943
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7df4e119-8ef5-43db-a3dd-7e9a0303eff7___RS_NLB 0799.JPG,northern_blight,plantvillage,1,0.0020399755,2.734615,5.110917,36.731903
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7e166c87-7c2a-4469-bd43-b5782f740700___RS_NLB 3837.JPG,northern_blight,plantvillage,1,0.002400072,2.961407,5.486334,38.183517
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7e4e9a08-b9c5-46ec-b92b-ebd0cade32e3___RS_NLB 3942.JPG,northern_blight,plantvillage,1,0.0024903505,2.7800841,5.254558,39.623444
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7f308111-9ef3-4ee0-b820-0af9743f8040___RS_NLB 3547 copy.jpg,northern_blight,plantvillage,1,0.0018365843,2.8239603,5.2659464,36.3567
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7f52f749-dad1-4042-8c73-52fc7e3ac99e___RS_NLB 3778.JPG,northern_blight,plantvillage,1,0.0027800198,2.9294703,5.5314403,40.928757
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7f5a02de-b04a-4476-8bfe-dc0980913892___RS_NLB 0804.JPG,northern_blight,plantvillage,1,0.0027783492,2.920462,5.5619736,38.7466
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7f6ca3f9-1023-45f1-9f1c-bd530355367f___RS_NLB 4175.JPG,northern_blight,plantvillage,1,0.0016163964,2.7294545,5.1176124,33.17228
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7f79300d-eb62-4e8d-8eeb-6c6097afea01___RS_NLB 4045 copy.jpg,northern_blight,plantvillage,1,0.0018826947,2.7528396,4.882341,35.632507
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7f948f93-322e-4ef4-b43f-1b17d83ea983___RS_NLB 4041.JPG,northern_blight,plantvillage,1,0.0024320039,2.7484937,5.224663,37.686386
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7fb389d4-38a3-49de-8f68-72a87ff4ae0a___RS_NLB 3716.JPG,northern_blight,plantvillage,1,0.0025385371,3.0904133,5.517041,39.546944
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/7fc13d9f-316e-41ff-b216-5665c08357e6___RS_NLB 0784.JPG,northern_blight,plantvillage,1,0.0015808712,2.626233,4.909954,31.3891
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/8084d22b-8026-4f2a-9820-2e4f4aba659f___RS_NLB 3520.JPG,northern_blight,plantvillage,1,0.0013765048,2.612644,4.8986936,32.217865
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/8115e99a-13a1-4d49-91aa-15189fea7a28___RS_NLB 3606.JPG,northern_blight,plantvillage,1,0.0026869855,3.0751977,5.754719,35.69257
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/81194232-6686-4910-8fb3-f5e2ec369684___RS_NLB 3984.JPG,northern_blight,plantvillage,1,0.0020506056,2.673341,4.7992206,33.303482
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/811ac5c3-9079-43aa-ba29-8b1bc35dd156___RS_NLB 4069.JPG,northern_blight,plantvillage,1,0.0023595258,2.689029,5.163457,41.889236
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/813ee203-b638-4b3e-af2f-237218a58b8d___RS_NLB 4157.JPG,northern_blight,plantvillage,1,0.0023770991,2.9489646,5.666395,36.832336
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/8152eff1-a36b-4377-96f8-424ff6a97f35___RS_NLB 3727.JPG,northern_blight,plantvillage,1,0.00217593,2.8893743,5.493536,32.783318
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/8164afe9-7944-4e39-a7e8-f84904c09715___RS_NLB 0780.JPG,northern_blight,plantvillage,1,0.0016164434,2.711658,5.1913595,33.993435
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/8187d1cd-0de8-48d9-bd90-48c718ce090d___RS_NLB 3702.JPG,northern_blight,plantvillage,1,0.0023256768,3.048738,5.346499,36.928066
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/81b33e60-d234-4e3a-90d7-900927e74d7f___RS_NLB 4166.JPG,northern_blight,plantvillage,1,0.0022065132,2.828135,5.2531624,37.551216
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/81d3043b-914e-47fb-b681-a73900025e2a___RS_NLB 3958.JPG,northern_blight,plantvillage,1,0.003542884,3.1340601,5.9777737,43.07847
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/823df39c-56d2-4a28-b757-61d19db5152c___RS_NLB 4235 copy 2.jpg,northern_blight,plantvillage,1,0.0019493417,2.8443167,5.5495677,36.543846
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___Northern_Leaf_Blight/824f1625-2e71-4df7-ab63-e0093d9a46a0___RS_NLB 3850.JPG,northern_blight,plantvillage,1,0.0019247951,2.9873476,5.5939565,36.35817
